n_up	n_dn	g_diff_up	g_diff_dn
0.5000000000000009	0.5	1.0611367755178193e-15	0.0
0.5000000000000009	0.5	1.9771301363423246e-16	0.0
0.5000000000000009	0.5	9.313509488091142e-17	0.0
0.5000000000000009	0.5	3.2668322477073343e-16	0.0
0.5000000000000009	0.5	4.1210712952542967e-17	0.0
0.5000000000000009	0.5	2.5837701217080515e-16	0.0
0.5000000000000009	0.5	2.614223571873826e-17	0.0
0.5000000000000009	0.5	7.404218833111119e-17	0.0
0.5000000000000009	0.5	3.3075094299290833e-16	0.0
0.5000000000000009	0.5	2.385188925869982e-17	0.0
0.5000000000000009	0.5	2.857635645842407e-16	0.0
0.5000000000000009	0.5	3.226432637315708e-17	0.0
