-9.999989999999999712e-01 1.386294921449426454e+00 1.386294921449426454e+00
-9.989989999999999704e-01 1.385364120920473230e+00 1.385364120920473230e+00
-9.979989999999999695e-01 1.384433385822594564e+00 1.384433385822594564e+00
-9.969989999999999686e-01 1.383502716241716834e+00 1.383502716241716834e+00
-9.959989999999999677e-01 1.382572112263904973e+00 1.382572112263904973e+00
-9.949989999999999668e-01 1.381641573975361137e+00 1.381641573975361137e+00
-9.939989999999999659e-01 1.380711101462425594e+00 1.380711101462425594e+00
-9.929989999999999650e-01 1.379780694811576280e+00 1.379780694811576280e+00
-9.919989999999999641e-01 1.378850354109429910e+00 1.378850354109429910e+00
-9.909989999999999633e-01 1.377920079442742196e+00 1.377920079442742196e+00
-9.899989999999999624e-01 1.376989870898406743e+00 1.376989870898406743e+00
-9.889989999999999615e-01 1.376059728563457263e+00 1.376059728563457263e+00
-9.879989999999999606e-01 1.375129652525066248e+00 1.375129652525066248e+00
-9.869989999999999597e-01 1.374199642870546079e+00 1.374199642870546079e+00
-9.859989999999999588e-01 1.373269699687349243e+00 1.373269699687349243e+00
-9.849989999999999579e-01 1.372339823063067454e+00 1.372339823063067454e+00
-9.839989999999999570e-01 1.371410013085433865e+00 1.371410013085433865e+00
-9.829989999999999561e-01 1.370480269842321741e+00 1.370480269842321741e+00
-9.819989999999999553e-01 1.369550593421745344e+00 1.369550593421745344e+00
-9.809989999999999544e-01 1.368620983911859490e+00 1.368620983911859490e+00
-9.799989999999999535e-01 1.367691441400961327e+00 1.367691441400961327e+00
-9.789989999999999526e-01 1.366761965977489446e+00 1.366761965977489446e+00
-9.779989999999999517e-01 1.365832557730023211e+00 1.365832557730023211e+00
-9.769989999999999508e-01 1.364903216747285208e+00 1.364903216747285208e+00
-9.759989999999999499e-01 1.363973943118140131e+00 1.363973943118140131e+00
-9.749989999999999490e-01 1.363044736931595668e+00 1.363044736931595668e+00
-9.739989999999999482e-01 1.362115598276801398e+00 1.362115598276801398e+00
