wn	g_wn_up	g_wn_dn
-50.21639507222435	(0.0004750854881690674+0.019892286366191194j)	(7.907013479093707e-05+0.0199025747958146j)
-50.11822030179967	(0.000476945646950097+0.019931175326181896j)	(7.937738570867287e-05+0.01994152559417991j)
-50.02004553137499	(0.00047881674628620565+0.01997021648599704j)	(7.96866570936128e-05+0.01998062877043365j)
-49.921870760950306	(0.00048069887208899433+0.02000941073995462j)	(7.999798253747786e-05+0.020019885320534735j)
-49.82369599052563	(0.0004825921111227239+0.020048758989392772j)	(8.031137182561434e-05+0.020059296225217068j)
-49.725521220100944	(0.00048449655101094597+0.020088262142738237j)	(8.062682158013846e-05+0.020098862452064194j)
-49.62734644967626	(0.00048641228024404973+0.020127921115575032j)	(8.094432320570932e-05+0.02013858495919162j)
-49.52917167925158	(0.0004883393881879566+0.020167736830713767j)	(8.126386756758317e-05+0.0201784646993241j)
-49.4309969088269	(0.0004902779650936724+0.020207710218261867j)	(8.158544741530354e-05+0.020218502623450478j)
-49.33282213840222	(0.0004922281021074973+0.02024784221569485j)	(8.190905823208393e-05+0.020258699683707887j)
-49.23464736797754	(0.0004941898912815916+0.02028813376792868j)	(8.223469847208763e-05+0.02029905683544484j)
-49.13647259755286	(0.0004961634255848268+0.020328585827393157j)	(8.256236940746e-05+0.02033957503878716j)
-49.038297827128176	(0.0004981487989138583+0.02036919935410633j)	(8.289207478593751e-05+0.020380255259727j)
-48.9401230567035	(0.0005001461061043668+0.020409975315749933j)	(8.322382047430838e-05+0.020421098470806805j)
-48.841948286278814	(0.0005021554429424435+0.020450914687745764j)	(8.355761414901196e-05+0.020462105651661382j)
-48.74377351585414	(0.0005041769061761206+0.020492018453333004j)	(8.389346504276288e-05+0.02050327778941177j)
-48.64559874542945	(0.0005062105935270861+0.020533287603646616j)	(8.423138363491327e-05+0.020544615878907834j)
-48.54742397500477	(0.0005082566037024961+0.020574723137796534j)	(8.45713815397464e-05+0.020586120922969648j)
-48.44924920458009	(0.0005103150364070014+0.020616326062947977j)	(8.491347126814023e-05+0.020627793932543468j)
-48.35107443415541	(0.0005123859923548979+0.020658097394402684j)	(8.525766612667582e-05+0.0206696359268062j)
-48.25289966373073	(0.0005144695732824527+0.02070003815568111j)	(8.560398009971639e-05+0.020711647933319716j)
-48.154724893306046	(0.0005165658819604019+0.0207421493786057j)	(8.595242776070378e-05+0.020753830988102018j)
-48.05655012288137	(0.0005186750222066167+0.020784432103385098j)	(8.630302419343606e-05+0.020796186135738224j)
-47.958375352456684	(0.0005207970988989443+0.020826887378699484j)	(8.665578495233457e-05+0.020838714429423654j)
-47.86020058203201	(0.000522932217988234+0.02086951626178682j)	(8.701072599848665e-05+0.020881416931090364j)
-47.76202581160732	(0.0005250804865115339+0.020912319818530284j)	(8.73678636977586e-05+0.02092429471148025j)
-47.663851041182646	(0.0005272420126054985+0.02095529912354671j)	(8.772721475180672e-05+0.020967348850208255j)
-47.56567627075796	(0.0005294169055199624+0.020998455260276112j)	(8.808879620659377e-05+0.021010580435855172j)
-47.46750150033328	(0.0005316052756317091+0.021041789321072323j)	(8.845262546187328e-05+0.021053990566088733j)
-47.3693267299086	(0.0005338072344584755+0.021085302407294757j)	(8.881872017844143e-05+0.021097580347746253j)
-47.271151959483916	(0.0005360228946731201+0.0211289956294013j)	(8.918709829828547e-05+0.02114135089690642j)
-47.17297718905924	(0.0005382523701180045+0.021172870107042364j)	(8.955777804291739e-05+0.021185303338946748j)
-47.074802418634555	(0.0005404957758195804+0.021216926969156086j)	(8.993077791596156e-05+0.021229438808692234j)
-46.97662764820988	(0.000542753228003212+0.021261167354064726j)	(9.030611665021892e-05+0.02127375845049169j)
-46.87845287778519	(0.0005450248441081795+0.02130559240957227j)	(9.068381324874246e-05+0.021318263418280622j)
-46.780278107360516	(0.0005473107428029224+0.021350203293063242j)	(9.106388696970635e-05+0.021362954875718206j)
-46.68210333693583	(0.0005496110440005067+0.021395001171602753j)	(9.144635731492002e-05+0.021407833996270154j)
-46.58392856651115	(0.0005519258688743236+0.0214399872220378j)	(9.183124399826541e-05+0.02145290196332199j)
-46.48575379608647	(0.00055425533987399+0.021485162631099883j)	(9.221856700896329e-05+0.02149815997020622j)
-46.387579025661786	(0.0005565995807415125+0.02153052859550884j)	(9.260834657881397e-05+0.021543609220413366j)
-46.28940425523711	(0.0005589587165276888+0.021576086322078046j)	(9.30006031651341e-05+0.021589250927629006j)
-46.191229484812425	(0.0005613328736087345+0.021621837027820945j)	(9.33953574827856e-05+0.021635086315848095j)
-46.09305471438775	(0.0005637221797031756+0.02166778194005886j)	(9.379263047514328e-05+0.02168111661950464j)
