wn	g_wn_up	g_wn_dn
-50.21639507222435	(-0.0005143622448569088+0.019890347474949097j)	(-0.0009082732267776223+0.01985324472572809j)
-50.11822030179967	(-0.0005163749655807024+0.019929225150611483j)	(-0.0009118075448035836+0.019891923690002054j)
-50.02004553137499	(-0.0005183995146333322+0.019968254938463208j)	(-0.0009153626307559588+0.01993075344343681j)
-49.921870760950306	(-0.0005204359848071778+0.020007437732009626j)	(-0.0009189386640504638+0.019969734851175435j)
-49.82369599052563	(-0.0005224844698068143+0.020046774431759874j)	(-0.0009225358222504633+0.020008868785601756j)
-49.725521220100944	(-0.0005245450642595409+0.02008626594529558j)	(-0.0009261542818245835+0.020048156126350355j)
-49.62734644967626	(-0.0005266178637261218+0.02012591318734036j)	(-0.0009297942186882207+0.020087597760465464j)
-49.52917167925158	(-0.0005287029647117124+0.020165717079830087j)	(-0.0009334558086273955+0.020127194582552972j)
-49.4309969088269	(-0.0005308004646769621+0.02020567855198403j)	(-0.0009371392276441412+0.020166947494899456j)
-49.33282213840222	(-0.0005329104620492898+0.020245798540376843j)	(-0.0009408446522419897+0.020206857407559224j)
-49.23464736797754	(-0.0005350330562343337+0.02028607798901141j)	(-0.0009445722596614216+0.020246925238417052j)
-49.13647259755286	(-0.0005371683476275716+0.020326517849392562j)	(-0.0009483222280739668+0.02028715191323498j)
-49.038297827128176	(-0.0005393164376261186+0.02036711908060168j)	(-0.0009520947367410221+0.020327538365690415j)
-48.9401230567035	(-0.0005414774286406942+0.02040788264937219j)	(-0.0009558899661448477+0.020368085537410922j)
-48.841948286278814	(-0.0005436514241077688+0.020448809530165937j)	(-0.000959708098096257+0.020408794378009423j)
-48.74377351585414	(-0.0005458385285018832+0.02048990070525053j)	(-0.0009635493158249982+0.020449665845121548j)
-48.64559874542945	(-0.0005480388473481477+0.020531157164777547j)	(-0.0009674138040553841+0.020490700904447667j)
-48.54742397500477	(-0.0005502524872349202+0.02057257990686174j)	(-0.000971301749072199+0.02053190052979895j)
-48.44924920458009	(-0.0005524795558266652+0.020614169937661134j)	(-0.0009752133387782269+0.02057326570314815j)
-48.35107443415541	(-0.0005547201618769984+0.020655928271458165j)	(-0.0009791487627458606+0.020614797414684752j)
-48.25289966373073	(-0.0005569744152419148+0.020697855930741728j)	(-0.0009831082122641493+0.020656496662874127j)
-48.154724893306046	(-0.0005592424268932095+0.020739953946290277j)	(-0.0009870918803827071+0.020698364454520998j)
-48.05655012288137	(-0.0005615243089320862+0.020782223357255873j)	(-0.0009910999619541765+0.020740401804835436j)
-47.958375352456684	(-0.0005638201746029628+0.02082466521124934j)	(-0.000995132653674041+0.020782609737501533j)
-47.86020058203201	(-0.0005661301383074738+0.020867280564426362j)	(-0.0009991901541189054+0.020824989284748924j)
