wn	g_wn_up	g_wn_dn
-50.21639507222435	(0.0010270432777704736+0.019850507838535338j)	(0.000632303309889208+0.019874597286261998j)
-50.11822030179967	(0.0010310555402848662+0.019889151697822228j)	(0.0006347628905054973+0.019913401338379752j)
-50.02004553137499	(0.0010350913301844342+0.019927945837522765j)	(0.000637236947393747+0.019952357227396383j)
-49.921870760950306	(0.0010391508315322265+0.019966891133182032j)	(0.0006397256211170142+0.019991465835591898j)
-49.82369599052563	(0.0010432342301931177+0.0200059884671386j)	(0.0006422290518174226+0.02003072804873591j)
-49.725521220100944	(0.0010473417138551458+0.020045238728590185j)	(0.0006447473786915872+0.020070144756586025j)
-49.62734644967626	(0.0010514734720510992+0.020084642813660035j)	(0.0006472807395979344+0.02010971685347495j)
-49.52917167925158	(0.0010556296961803532+0.020124201625464057j)	(0.0006498292708062262+0.020149445238943818j)
-49.4309969088269	(0.0010598105795309632+0.020163916074178716j)	(0.0006523931068851996+0.02018933081838147j)
-49.33282213840222	(0.001064016317302022+0.020203787077109788j)	(0.0006549723807138776+0.020229374503636346j)
-49.23464736797754	(0.001068247106626294+0.02024381555876188j)	(0.0006575672235950723+0.02026957721357628j)
-49.13647259755286	(0.0010725031465931385+0.020284002450908813j)	(0.0006601777654466947+0.02030993987458044j)
-49.038297827128176	(0.0010767846382717372+0.02032434869266489j)	(0.0006628041350462665+0.020350463420956654j)
-48.9401230567035	(0.0010810917847346342+0.020364855230556922j)	(0.0006654464603066079+0.02039114879528342j)
-48.841948286278814	(0.0010854247910816021+0.020405523018597275j)	(0.0006681048685638321+0.020431996948681596j)
-48.74377351585414	(0.0010897838644638434+0.02044635301835767j)	(0.0006707794868632971+0.020473008841023335j)
-48.64559874542945	(0.0010941692141085365+0.02048734619904395j)	(0.000673470442232712+0.02051418544108788j)
-48.54742397500477	(0.0010985810513437315+0.020528503537571706j)	(0.0006761778619355351+0.020555527726674034j)
-48.44924920458009	(0.001103019589623606+0.020569826018642837j)	(0.0006789018737005485+0.020597036684678785j)
-48.35107443415541	(0.0011074850445540853+0.020611314634823026j)	(0.0006816426059260329+0.020638713311150792j)
-48.25289966373073	(0.0011119776339188303+0.020652970386620118j)	(0.0006844001878583966+0.02068055861132598j)
-48.154724893306046	(0.0011164975777056077+0.02069479428256349j)	(0.0006871747497466689+0.020722573599651684j)
-48.05655012288137	(0.0011210450981330295+0.02073678733928431j)	(0.0006899664229744671+0.02076475929980397j)
-47.958375352456684	(0.001125620419677693+0.020778950581596806j)	(0.000692775340172088+0.020807116744702363j)
-47.86020058203201	(0.0011302237691017004+0.0208212850425805j)	(0.000695601635310929+0.020849646976524513j)
-47.76202581160732	(0.0011348553754805834+0.020863791763663417j)	(0.0006984454437827973+0.02089235104672327j)
-47.663851041182646	(0.0011395154702316238+0.02090647179470629j)	(0.0007013069024661833+0.02093523001604739j)
-47.56567627075796	(0.0011442042871425934+0.02094932619408785j)	(0.0007041861497819833+0.020978284954566894j)
-47.46750150033328	(0.001148922062400895+0.02099235602879103j)	(0.0007070833257401529+0.021021516941703674j)
-47.3693267299086	(0.0011536690346231333+0.021035562374490294j)	(0.0007099985719790667+0.02106492706626769j)
-47.271151959483916	(0.001158445444885117+0.021078946315640057j)	(0.0007129320317990765+0.0211085164264987j)
-47.17297718905924	(0.0011632515367522786+0.02112250894556405j)	(0.0007158838501912544+0.021152286130113523j)
-47.074802418634555	(0.0011680875563105566+0.02116625136654593j)	(0.000718854173862584+0.021196237294358666j)
-46.97662764820988	(0.0011729537521977058+0.021210174689920855j)	(0.0007218431512580831+0.021240371046068126j)
-46.87845287778519	(0.001177850375635078+0.021254280036168298j)	(0.0007248509325809982+0.02128468852172599j)
-46.780278107360516	(0.0011827776804598537+0.02129856853500592j)	(0.0007278776698110996+0.021329190867533623j)
-46.68210333693583	(0.0011877359231577532+0.021343041325484625j)	(0.0007309235167221388+0.021373879239481235j)
-46.58392856651115	(0.0011927253628962174+0.0213876995560848j)	(0.000733988628898188+0.02141875480342342j)
-46.48575379608647	(0.0011977462615580781+0.021432544384813686j)	(0.0007370731637497956+0.02146381873515844j)
-46.387579025661786	(0.0012027988837757235+0.02147757697930405j)	(0.0007401772805296977+0.021509072220511172j)
-46.28940425523711	(0.0012078834969657616+0.021522798516913966j)	(0.0007433011403485848+0.02155451645541929j)
-46.191229484812425	(0.0012130003713641954+0.02156821018482792j)	(0.0007464449061909268+0.021600152646022566j)
-46.09305471438775	(0.001218149780062118+0.021613813180159147j)	(0.0007496087429310023+0.02164598200875521j)
-45.99487994396306	(0.0012233319990419343+0.02165960871005323j)	(0.0007527928173493147+0.02169200577044093j)
-45.896705173538386	(0.0012285473072141174+0.02170559799179299j)	(0.000755997298149326+0.021738225168390694j)
-45.7985304031137	(0.0012337959864545138+0.021751782252904743j)	(0.0007592223559746358+0.021784641450502986j)
-45.700355632689025	(0.0012390783216421994+0.021798162731265808j)	(0.0007624681634266678+0.021831255875366582j)
-45.60218086226434	(0.0012443946006979033+0.02184474067521343j)	(0.0007657348950828828+0.021878069712365562j)
-45.504006091839656	(0.0012497451146230027+0.021891517343655045j)	(0.0007690227275155572+0.02192508424178659j)
-45.40583132141498	(0.0012551301575391021+0.021938494006179945j)	(0.0007723318393109735+0.02197230075492856j)
-45.307656550990295	(0.001260550026728207+0.021985671943172372j)	(0.0007756624110893746+0.02201972055421414j)
-45.20948178056562	(0.001266005022673497+0.02203305244592599j)	(0.0007790146255254114+0.022067344953303522j)
-45.11130701014093	(0.001271495449100722+0.022080636816759903j)	(0.0007823886673691553+0.022115175277210294j)
-45.013132239716256	(0.0012770216130202116+0.022128426369136048j)	(0.0007857847234676938+0.02216321286241914j)
-44.91495746929157	(0.0012825838247695273+0.02217642242777815j)	(0.0007892029827874117+0.02221145905700575j)
-44.816782698866895	(0.0012881823980567602+0.022224626328792192j)	(0.0007926436364367594+0.022259915220758517j)
-44.71860792844221	(0.0012938176500044852+0.022273039419788407j)	(0.0007961068776896538+0.022308582725302294j)
-44.62043315801753	(0.0012994899011943822+0.02232166306000483j)	(0.0007995929020094967+0.02235746295422408j)
-44.52225838759285	(0.0013051994757125424+0.022370498620432493j)	(0.0008031019070737251+0.02240655730320063j)
-44.424083617168165	(0.001310946701195464+0.02241954748394214j)	(0.0008066340927990333+0.02245586718012798j)
-44.32590884674349	(0.0013167319088767523+0.022468811045412686j)	(0.0008101896613670675+0.022505394005253043j)
-44.227734076318804	(0.0013225554336345397+0.02251829071186125j)	(0.0008137688172509+0.022555139211306925j)
-44.12955930589413	(0.0013284176140396313+0.022567987902574915j)	(0.0008173717672418347+0.02260510424364042j)
-44.03138453546944	(0.0013343187924043968+0.0226179040492442j)	(0.0008209987204770903+0.022655290560361342j)
-43.933209765044765	(0.0013402593148324135+0.02266804059609827j)	(0.0008246498884678116+0.022705699632473847j)
-43.83503499462008	(0.0013462395312688856+0.022718399000041887j)	(0.000828325485127869+0.022756332944019738j)
-43.736860224195404	(0.001352259795551834+0.022768980730794183j)	(0.000832025726803134+0.022807191992221875j)
-43.63868545377072	(0.0013583204654640973+0.022819787271029242j)	(0.0008357508323014898+0.022858278287629468j)
-43.54051068334604	(0.0013644219027861284+0.0228708201165185j)	(0.0008395010229231911+0.022909593354265484j)
-43.44233591292136	(0.001370564473349629+0.022922080776275083j)	(0.0008432765224921332+0.02296113872977615j)
-43.344161142496674	(0.001376748547092015+0.02297357077269997j)	(0.0008470775573875341+0.023012915965582467j)
-43.245986372072	(0.0013829744981117393+0.023025291641730145j)	(0.0008509043565762539+0.023064926627033872j)
-43.14781160164731	(0.0013892427047244886+0.023077244932988704j)	(0.0008547571516458147+0.023117172293564102j)
-43.049636831222635	(0.0013955535495202582+0.023129432209936924j)	(0.0008586361768378889+0.023169654558849104j)
-42.95146206079795	(0.0014019074194213366+0.023181855050028385j)	(0.000862541669082671+0.023222375030967208j)
-42.853287290373274	(0.001408304705741202+0.023234515044865126j)	(0.0008664738680335525+0.02327533533256149j)
-42.75511251994859	(0.0014147458042443558+0.023287413800355924j)	(0.0008704330161027097+0.023328537101004427j)
-42.65693774952391	(0.0014212311152071086+0.023340552936876615j)	(0.0008744193584971764+0.023381981988564764j)
-42.55876297909923	(0.0014277610434793343+0.023393934089432675j)	(0.0008784331432557175+0.02343567166257678j)
-42.46058820867455	(0.001434335998547209+0.023447558907823886j)	(0.0008824746212861219+0.023489607805611813j)
-42.36241343824987	(0.001440956394596959+0.02350142905681128j)	(0.0008865440464034878+0.023543792115652176j)
-42.26423866782518	(0.0014476226505796244+0.023555546216286315j)	(0.000890641675368852+0.023598226306267588j)
-42.166063897400505	(0.0014543351902768728+0.023609912081442346j)	(0.0008947677679287787+0.023652912106793895j)
-42.06788912697582	(0.001461094442367869+0.023664528362948425j)	(0.0008989225868554615+0.02370785126251449j)
-41.969714356551144	(0.0014679008404972242+0.02371939678712546j)	(0.0009031063979876287+0.023763045534843937j)
-41.87153958612646	(0.0014747548233440505+0.023774519096124765j)	(0.0009073194702721048+0.023818496701514525j)
-41.77336481570178	(0.0014816568346921305+0.023829897048109075j)	(0.0009115620758061356+0.02387420655676517j)
-41.6751900452771	(0.0014886073235012328+0.023885532417435983j)	(0.0009158344898804551+0.023930176911533072j)
-41.57701527485242	(0.0014956067439795889+0.023941426994843983j)	(0.000920136991022984+0.023986409593647975j)
-41.47884050442774	(0.0015026555556575533+0.023997582587640967j)	(0.0009244698610435255+0.024042906448029287j)
-41.38066573400306	(0.00150975422346247+0.02405400101989537j)	(0.0009288333850789709+0.024099669336885763j)
-41.282490963578375	(0.0015169032177947753+0.024110684132629984j)	(0.0009332278516394512+0.024156700139918292j)
-41.18431619315369	(0.0015241030146053401+0.02416763378401839j)	(0.0009376535526551982+0.024214000754525247j)
-41.086141422729014	(0.001531354095474099+0.024224851849584138j)	(0.0009421107835243011+0.024271573096010884j)
-40.98796665230433	(0.001538656947689977+0.024282340222402735j)	(0.0009465998431612057+0.024329419097796737j)
-40.88979188187965	(0.001546012064332134+0.024340100813306363j)	(0.0009511210340460558+0.024387540711635885j)
-40.79161711145497	(0.0015534199443525698+0.02439813555109153j)	(0.0009556746622749292+0.024445939907830436j)
-40.69344234103029	(0.0015608810926600943+0.024456446382729598j)	(0.0009602610376109355+0.024504618675451867j)
-40.59526757060561	(0.001568396020205707+0.024515035273580253j)	(0.0009648804735361449+0.024563579022564754j)
-40.49709280018093	(0.0015759652440693985+0.024573904207607987j)	(0.0009695332873043989+0.024622822976453594j)
-40.398918029756246	(0.0015835892875484103+0.024633055187601623j)	(0.0009742197999951394+0.024682352583852842j)
-40.30074325933156	(0.001591268680246981+0.024692490235396946j)	(0.0009789403365680909+0.024742169911180358j)
-40.202568488906884	(0.001599003958167595+0.024752211392102482j)	(0.0009836952259188072+0.024802277044774175j)
-40.1043937184822	(0.0016067956638037856+0.02481222071832847j)	(0.0009884848009353905+0.02486267609113253j)
-40.00621894805752	(0.0016146443462344963+0.02487252029441908j)	(0.0009933093985559401+0.024923369177157727j)
-39.90804417763284	(0.00162255056122005+0.02493311222068801j)	(0.0009981693598272285+0.024984358450403137j)
-39.80986940720816	(0.0016305148712997496+0.02499399861765731j)	(0.0010030650299641668+0.02504564607932411j)
-39.71169463678348	(0.0016385378458911417+0.025055181626299747j)	(0.0010079967584105429+0.025107234253532253j)
-39.6135198663588	(0.0016466200613909745+0.025116663408284612j)	(0.001012964898900541+0.02516912518405373j)
-39.515345095934116	(0.001654762101277893+0.025178446146227024j)	(0.0010179698095216687+0.025231321103591112j)
