wn	g_wn_up	g_wn_dn
-50.21639507222435	(0.0003564347477123957+0.019897247307533006j)	(-3.9723821392927564e-05+0.01990224728482494j)
-50.11822030179967	(0.0003578308124072286+0.01993616542361152j)	(-3.9878469218758676e-05+0.019941197691415433j)
-50.02004553137499	(0.0003592350918569637+0.01997523596821637j)	(-4.0034042049028176e-05+0.019980300807894064j)
-49.921870760950306	(0.0003606476506140101+0.020014459837944552j)	(-4.0190554996814476e-05+0.020019557529231503j)
-49.82369599052563	(0.0003620685538652933+0.020053837936433817j)	(-4.034802156581395e-05+0.020058968756060752j)
-49.725521220100944	(0.00036349786743969815+0.020093371174431666j)	(-4.050645350508422e-05+0.02009853539545559j)
-49.62734644967626	(0.0003649356578157006+0.020133060469865117j)	(-4.066586093096497e-05+0.020138258361593723j)
-49.52917167925158	(0.00036638199212915833+0.020172906747911428j)	(-4.082625259514685e-05+0.0201781385762462j)
-49.4309969088269	(0.0003678369381812269+0.020212910941069688j)	(-4.098763620135472e-05+0.02021817696909913j)
-49.33282213840222	(0.00036930056444638344+0.020253073989233268j)	(-4.115001870981055e-05+0.020258374477943278j)
-49.23464736797754	(0.00037077294008055236+0.02029339683976319j)	(-4.131340659936334e-05+0.020298732048771886j)
-49.13647259755286	(0.00037225413492932583+0.020333880447562416j)	(-4.147780607746867e-05+0.020339250635821943j)
-49.038297827128176	(0.0003737442195362863+0.020374525775150983j)	(-4.1643223239580895e-05+0.02037993120158522j)
-48.9401230567035	(0.0003752432651514279+0.02041533379274208j)	(-4.180966418480561e-05+0.020420774716807127j)
-48.841948286278814	(0.00037675134373968855+0.020456305478319038j)	(-4.1977135096313e-05+0.02046178216048471j)
-48.74377351585414	(0.0003782685279895891+0.020497441817713218j)	(-4.214564229472179e-05+0.020502954519870203j)
-48.64559874542945	(0.0003797948913219904+0.020538743804682853j)	(-4.2315192271525114e-05+0.020544292790483355j)
-48.54742397500477	(0.00038133050789896847+0.020580212440992854j)	(-4.248579170823618e-05+0.020585797976133635j)
-48.44924920458009	(0.0003828754526328101+0.02062184873649555j)	(-4.265744748561457e-05+0.02062747108895229j)
-48.35107443415541	(0.0003844298011951367+0.020663653709212405j)	(-4.283016668620665e-05+0.02066931314943361j)
