-9.999989999999999712e-01 2.084818828066159035e+00 2.084818828066159035e+00
-9.989989999999999704e-01 2.083846809663447708e+00 2.083846809663447708e+00
-9.979989999999999695e-01 2.082874809211517686e+00 2.082874809211517686e+00
-9.969989999999999686e-01 2.081902826727150213e+00 2.081902826727150213e+00
-9.959989999999999677e-01 2.080930862227146072e+00 2.080930862227146072e+00
-9.949989999999999668e-01 2.079958915728327806e+00 2.079958915728327806e+00
-9.939989999999999659e-01 2.078986987247537055e+00 2.078986987247537055e+00
-9.929989999999999650e-01 2.078015076801635885e+00 2.078015076801635885e+00
-9.919989999999999641e-01 2.077043184407507237e+00 2.077043184407507237e+00
-9.909989999999999633e-01 2.076071310082054922e+00 2.076071310082054922e+00
-9.899989999999999624e-01 2.075099453842201402e+00 2.075099453842201402e+00
-9.889989999999999615e-01 2.074127615704891348e+00 2.074127615704891348e+00
-9.879989999999999606e-01 2.073155795687089409e+00 2.073155795687089409e+00
-9.869989999999999597e-01 2.072183993805781110e+00 2.072183993805781110e+00
-9.859989999999999588e-01 2.071212210077971960e+00 2.071212210077971960e+00
-9.849989999999999579e-01 2.070240444520687895e+00 2.070240444520687895e+00
-9.839989999999999570e-01 2.069268697150977054e+00 2.069268697150977054e+00
-9.829989999999999561e-01 2.068296967985905788e+00 2.068296967985905788e+00
-9.819989999999999553e-01 2.067325257042563980e+00 2.067325257042563980e+00
-9.809989999999999544e-01 2.066353564338059723e+00 2.066353564338059723e+00
-9.799989999999999535e-01 2.065381889889523315e+00 2.065381889889523315e+00
-9.789989999999999526e-01 2.064410233714105036e+00 2.064410233714105036e+00
-9.779989999999999517e-01 2.063438595828976929e+00 2.063438595828976929e+00
-9.769989999999999508e-01 2.062466976251331463e+00 2.062466976251331463e+00
-9.759989999999999499e-01 2.061495374998381092e+00 2.061495374998381092e+00
-9.749989999999999490e-01 2.060523792087360917e+00 2.060523792087360917e+00
-9.739989999999999482e-01 2.059552227535526026e+00 2.059552227535526026e+00
-9.729989999999999473e-01 2.058580681360151488e+00 2.058580681360151488e+00
-9.719989999999999464e-01 2.057609153578535910e+00 2.057609153578535910e+00
-9.709989999999999455e-01 2.056637644207996107e+00 2.056637644207996107e+00
-9.699989999999999446e-01 2.055666153265872431e+00 2.055666153265872431e+00
-9.689989999999999437e-01 2.054694680769523885e+00 2.054694680769523885e+00
-9.679989999999999428e-01 2.053723226736333451e+00 2.053723226736333451e+00
-9.669989999999999419e-01 2.052751791183702768e+00 2.052751791183702768e+00
-9.659989999999999410e-01 2.051780374129055673e+00 2.051780374129055673e+00
-9.649989999999999402e-01 2.050808975589837324e+00 2.050808975589837324e+00
-9.639989999999999393e-01 2.049837595583514638e+00 2.049837595583514638e+00
-9.629989999999999384e-01 2.048866234127574515e+00 2.048866234127574515e+00
-9.619989999999999375e-01 2.047894891239526061e+00 2.047894891239526061e+00
-9.609989999999999366e-01 2.046923566936898808e+00 2.046923566936898808e+00
-9.599989999999999357e-01 2.045952261237245828e+00 2.045952261237245828e+00
-9.589989999999999348e-01 2.044980974158139730e+00 2.044980974158139730e+00
-9.579989999999999339e-01 2.044009705717173997e+00 2.044009705717173997e+00
-9.569989999999999331e-01 2.043038455931965203e+00 2.043038455931965203e+00
-9.559989999999999322e-01 2.042067224820151239e+00 2.042067224820151239e+00
-9.549989999999999313e-01 2.041096012399391313e+00 2.041096012399391313e+00
-9.539989999999999304e-01 2.040124818687365060e+00 2.040124818687365060e+00
-9.529989999999999295e-01 2.039153643701775209e+00 2.039153643701775209e+00
-9.519989999999999286e-01 2.038182487460344916e+00 2.038182487460344916e+00
-9.509989999999999277e-01 2.037211349980821318e+00 2.037211349980821318e+00
-9.499989999999999268e-01 2.036240231280969759e+00 2.036240231280969759e+00
-9.489989999999999259e-01 2.035269131378580454e+00 2.035269131378580454e+00
-9.479989999999999251e-01 2.034298050291463156e+00 2.034298050291463156e+00
-9.469989999999999242e-01 2.033326988037451599e+00 2.033326988037451599e+00
