-9.999989999999999712e-01 2.571682200987452926e+00 2.571682200987452926e+00
-9.989989999999999704e-01 2.570702346503255242e+00 2.570702346503255242e+00
-9.979989999999999695e-01 2.569722503117081391e+00 2.569722503117081391e+00
-9.969989999999999686e-01 2.568742670837915298e+00 2.568742670837915298e+00
-9.959989999999999677e-01 2.567762849674752879e+00 2.567762849674752879e+00
-9.949989999999999668e-01 2.566783039636595376e+00 2.566783039636595376e+00
-9.939989999999999659e-01 2.565803240732456914e+00 2.565803240732456914e+00
-9.929989999999999650e-01 2.564823452971359607e+00 2.564823452971359607e+00
-9.919989999999999641e-01 2.563843676362335344e+00 2.563843676362335344e+00
-9.909989999999999633e-01 2.562863910914425780e+00 2.562863910914425780e+00
-9.899989999999999624e-01 2.561884156636681897e+00 2.561884156636681897e+00
-9.889989999999999615e-01 2.560904413538164004e+00 2.560904413538164004e+00
-9.879989999999999606e-01 2.559924681627943510e+00 2.559924681627943510e+00
-9.869989999999999597e-01 2.558944960915099376e+00 2.558944960915099376e+00
-9.859989999999999588e-01 2.557965251408721663e+00 2.557965251408721663e+00
-9.849989999999999579e-01 2.556985553117908871e+00 2.556985553117908871e+00
-9.839989999999999570e-01 2.556005866051769715e+00 2.556005866051769715e+00
-9.829989999999999561e-01 2.555026190219423121e+00 2.555026190219423121e+00
-9.819989999999999553e-01 2.554046525629997788e+00 2.554046525629997788e+00
-9.809989999999999544e-01 2.553066872292629519e+00 2.553066872292629519e+00
-9.799989999999999535e-01 2.552087230216467439e+00 2.552087230216467439e+00
-9.789989999999999526e-01 2.551107599410668669e+00 2.551107599410668669e+00
-9.779989999999999517e-01 2.550127979884399210e+00 2.550127979884399210e+00
-9.769989999999999508e-01 2.549148371646836164e+00 2.549148371646836164e+00
-9.759989999999999499e-01 2.548168774707165518e+00 2.548168774707165518e+00
-9.749989999999999490e-01 2.547189189074583915e+00 2.547189189074583915e+00
-9.739989999999999482e-01 2.546209614758296880e+00 2.546209614758296880e+00
-9.729989999999999473e-01 2.545230051767519264e+00 2.545230051767519264e+00
-9.719989999999999464e-01 2.544250500111477908e+00 2.544250500111477908e+00
-9.709989999999999455e-01 2.543270959799407649e+00 2.543270959799407649e+00
-9.699989999999999446e-01 2.542291430840553090e+00 2.542291430840553090e+00
-9.689989999999999437e-01 2.541311913244169496e+00 2.541311913244169496e+00
-9.679989999999999428e-01 2.540332407019520566e+00 2.540332407019520566e+00
-9.669989999999999419e-01 2.539352912175882437e+00 2.539352912175882437e+00
-9.659989999999999410e-01 2.538373428722539238e+00 2.538373428722539238e+00
-9.649989999999999402e-01 2.537393956668783979e+00 2.537393956668783979e+00
-9.639989999999999393e-01 2.536414496023922105e+00 2.536414496023922105e+00
-9.629989999999999384e-01 2.535435046797267500e+00 2.535435046797267500e+00
-9.619989999999999375e-01 2.534455608998144260e+00 2.534455608998144260e+00
-9.609989999999999366e-01 2.533476182635886254e+00 2.533476182635886254e+00
-9.599989999999999357e-01 2.532496767719836672e+00 2.532496767719836672e+00
-9.589989999999999348e-01 2.531517364259350700e+00 2.531517364259350700e+00
-9.579989999999999339e-01 2.530537972263791069e+00 2.530537972263791069e+00
-9.569989999999999331e-01 2.529558591742532059e+00 2.529558591742532059e+00
-9.559989999999999322e-01 2.528579222704958163e+00 2.528579222704958163e+00
-9.549989999999999313e-01 2.527599865160462755e+00 2.527599865160462755e+00
-9.539989999999999304e-01 2.526620519118448982e+00 2.526620519118448982e+00
-9.529989999999999295e-01 2.525641184588331534e+00 2.525641184588331534e+00
-9.519989999999999286e-01 2.524661861579533095e+00 2.524661861579533095e+00
-9.509989999999999277e-01 2.523682550101489674e+00 2.523682550101489674e+00
-9.499989999999999268e-01 2.522703250163644384e+00 2.522703250163644384e+00
-9.489989999999999259e-01 2.521723961775450995e+00 2.521723961775450995e+00
-9.479989999999999251e-01 2.520744684946373937e+00 2.520744684946373937e+00
